Gene stable ID,Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene type
ENSG00000221533,MIR1184-1,154887360,154887458,X,miRNA
ENSG00000227864,ARL5AP1,119186442,119186829,X,processed_pseudogene
ENSG00000250423,KIAA1210,119078635,119150579,X,protein_coding
ENSG00000224440,CXorf51A,146814106,146814744,X,protein_coding
ENSG00000171489,SPACA5,48004336,48009733,X,protein_coding
ENSG00000273696,CT45A7,135829229,135837280,X,protein_coding
ENSG00000196976,LAGE3,154477775,154479281,X,protein_coding
ENSG00000206663,Y_RNA,19985058,19985159,X,misc_RNA
ENSG00000264566,MIR23C,20017088,20017187,X,miRNA
ENSG00000201882,,20136066,20136135,X,snoRNA
ENSG00000201592,,20136306,20136385,X,snoRNA
ENSG00000225037,EIF1AX-AS1,20139968,20140444,X,lncRNA
ENSG00000206900,RNU6-98P,132580117,132580223,X,snRNA
ENSG00000235849,HS6ST2-AS1,132667642,132669888,X,lncRNA
ENSG00000227064,NAA20P1,132907279,132907575,X,processed_pseudogene
ENSG00000134588,USP26,133023168,133097109,X,protein_coding
ENSG00000231728,TMSB15B-AS1,103845151,103919548,X,lncRNA
ENSG00000288832,,21652655,21654301,X,lncRNA
ENSG00000288980,,15276874,15278656,X,lncRNA
ENSG00000171004,HS6ST2,132626015,132961395,X,protein_coding
ENSG00000249467,H2AL1Q,36719829,36720573,X,protein_coding
ENSG00000203588,IGBP1-AS1,70163842,70165206,X,lncRNA
ENSG00000184210,DGAT2L6,70177483,70205704,X,protein_coding
ENSG00000242657,RN7SL581P,70222006,70222314,X,misc_RNA
ENSG00000204195,AWAT1,70234655,70240659,X,protein_coding
ENSG00000200473,RNA5SP507,70253042,70253162,X,rRNA_pseudogene
ENSG00000186912,P2RY4,70258166,70260204,X,protein_coding
ENSG00000120500,ARR3,70268305,70281840,X,protein_coding
ENSG00000147127,RAB41,70282093,70285002,X,protein_coding
ENSG00000231053,TRAPPC2LP1,70361486,70362374,X,processed_pseudogene
ENSG00000201377,RNY4P23,70396279,70396375,X,misc_RNA
ENSG00000200431,RNU4-81P,70450879,70451022,X,snRNA
ENSG00000072315,TRPC5,111768011,112082776,X,protein_coding
ENSG00000271464,DPRXP7,112319952,112320417,X,processed_pseudogene
ENSG00000271400,CCDC121P1,112381392,112382220,X,processed_pseudogene
ENSG00000200436,Y_RNA,112661657,112661768,X,misc_RNA
ENSG00000213489,FBLIM1P1,125326897,125328021,X,processed_pseudogene
ENSG00000282815,TEX13C,125319871,125325216,X,protein_coding
ENSG00000289449,,13773311,13773935,X,lncRNA
ENSG00000265658,MIR3690,1293918,1293992,X,miRNA
ENSG00000223274,RNA5SP498,1300256,1300375,X,rRNA_pseudogene
ENSG00000235929,TPT1P14,14977959,14978463,X,processed_pseudogene
ENSG00000231066,NPM1P9,14834476,14835319,X,processed_pseudogene
ENSG00000225814,GRPEL2P2,64697878,64698547,X,processed_pseudogene
ENSG00000236982,BLOC1S2P1,64726748,64727048,X,processed_pseudogene
ENSG00000237971,,65185018,65187265,X,processed_pseudogene
ENSG00000225569,CCT4P2,65270913,65273019,X,processed_pseudogene
ENSG00000231809,NANOGP9,65772741,65773632,X,processed_pseudogene
ENSG00000243978,RTL9,110358848,110456334,X,protein_coding
ENSG00000228343,,48579774,48581157,X,lncRNA
ENSG00000279528,,48580741,48581165,X,TEC
ENSG00000220125,MRPL32P1,48583093,48583339,X,processed_pseudogene
ENSG00000275314,,36794500,36795460,X,unprocessed_pseudogene
ENSG00000235510,,36957913,36958139,X,unprocessed_pseudogene
ENSG00000223723,TFDP1P2,36962196,36963425,X,processed_pseudogene
ENSG00000289708,,36984358,36984493,X,unprocessed_pseudogene
ENSG00000198173,FAM47C,37008366,37011664,X,protein_coding
ENSG00000214071,FTH1P29,37077851,37078401,X,unprocessed_pseudogene
ENSG00000230170,HNRNPA1P28,119220782,119221742,X,processed_pseudogene
ENSG00000270625,NUDT19P6,119222564,119223245,X,processed_pseudogene
ENSG00000230392,LINC03098,119291529,119335610,X,lncRNA
ENSG00000226661,,119356301,119393595,X,lncRNA
ENSG00000227814,MRPS17P9,119379712,119380104,X,processed_pseudogene
ENSG00000237903,,119422917,119423547,X,lncRNA
ENSG00000207175,RNU1-67P,119423742,119423905,X,snRNA
ENSG00000266420,RN7SL118P,119434519,119434820,X,misc_RNA
ENSG00000252147,RNY3P16,119456558,119456658,X,misc_RNA
ENSG00000284800,,102360395,102471812,X,protein_coding
ENSG00000202144,Y_RNA,19376774,19376875,X,misc_RNA
ENSG00000275800,EIF5P2,19496378,19497721,X,unprocessed_pseudogene
ENSG00000230629,RPS23P8,70962964,70963293,X,processed_pseudogene
ENSG00000147168,IL2RG,71107404,71112108,X,protein_coding
ENSG00000290162,,119807433,119807581,X,unprocessed_pseudogene
ENSG00000290163,,119815164,119815307,X,unprocessed_pseudogene
ENSG00000290164,,119822906,119823043,X,unprocessed_pseudogene
ENSG00000290165,,119831616,119831759,X,unprocessed_pseudogene
ENSG00000101935,AMMECR1,110194186,110440318,X,protein_coding
ENSG00000198681,MAGEA1,153179284,153183880,X,protein_coding
ENSG00000235219,,153203044,153205534,X,unprocessed_pseudogene
ENSG00000231600,,153249115,153249691,X,unprocessed_pseudogene
ENSG00000278803,PWWP4,153266152,153279145,X,protein_coding
ENSG00000277535,CT47C1,119072993,119076765,X,protein_coding
ENSG00000183918,SH2D1A,124227868,124373197,X,protein_coding
ENSG00000230502,,114388988,114389155,X,processed_pseudogene
ENSG00000271686,TNPO3P1,114389135,114389954,X,processed_pseudogene
ENSG00000226547,SSU72P1,114390674,114391256,X,processed_pseudogene
ENSG00000224664,RPL36AP53,114589620,114589935,X,processed_pseudogene
ENSG00000208839,SNORA35,114630797,114630924,X,snoRNA
ENSG00000212100,MIR764,114639435,114639519,X,miRNA
ENSG00000222321,MIR1912,114651544,114651623,X,miRNA
ENSG00000276158,MIR1264,114652655,114652723,X,miRNA
ENSG00000221710,MIR1298,114715233,114715344,X,miRNA
ENSG00000222715,MIR1911,114763184,114763263,X,miRNA
ENSG00000224773,HSPA8P7,114774828,114776775,X,processed_pseudogene
ENSG00000199001,MIR448,114823454,114823564,X,miRNA
ENSG00000270413,,114900359,114900574,X,processed_pseudogene
ENSG00000236880,RPS26P57,124688504,124688838,X,processed_pseudogene
ENSG00000264933,RN7SL190P,123811331,123811587,X,misc_RNA
ENSG00000199705,Y_RNA,123857062,123857163,X,misc_RNA
ENSG00000232599,,125203805,125204338,X,processed_pseudogene
ENSG00000101916,TLR8,12906620,12923169,X,protein_coding
ENSG00000187268,FAM9C,13035617,13044682,X,protein_coding
ENSG00000252178,RNU7-69P,123772078,123772139,X,snRNA
ENSG00000226902,CHCHD2P1,123785009,123785451,X,processed_pseudogene
ENSG00000288642,CDR1,140783578,140784366,X,lncRNA
ENSG00000279587,,117894632,117895683,X,TEC
ENSG00000200291,Y_RNA,117914244,117914345,X,misc_RNA
ENSG00000237458,TUBB4BP3,118128748,118129018,X,processed_pseudogene
ENSG00000234524,RPL12P43,118146063,118146561,X,processed_pseudogene
ENSG00000224539,SAGE4P,135598927,135615431,X,unprocessed_pseudogene
ENSG00000277486,SAGE3P,135637623,135642756,X,unprocessed_pseudogene
ENSG00000198022,SAGE2P,135673591,135686151,X,unprocessed_pseudogene
ENSG00000274601,,135710095,135710377,X,unprocessed_pseudogene
ENSG00000268940,CT45A1,135713639,135723539,X,protein_coding
ENSG00000233861,MGAT2P1,135730733,135732197,X,processed_pseudogene
ENSG00000228836,CT45A5,135775852,135785503,X,protein_coding
ENSG00000288908,,48958643,48959773,X,lncRNA
ENSG00000233071,RPSAP59,103206010,103206899,X,processed_pseudogene
ENSG00000047644,WWC3,10015254,10144474,X,protein_coding
ENSG00000268235,TCP11X1,102215298,102229532,X,protein_coding
ENSG00000215029,TCP11X2,102456862,102471842,X,protein_coding
ENSG00000102145,GATA1,48786540,48794311,X,protein_coding
ENSG00000236189,RPL18AP15,111624210,111624726,X,processed_pseudogene
ENSG00000201420,RNA5SP512,111669829,111669948,X,rRNA_pseudogene
ENSG00000229487,ALG13-AS1,111706649,111711101,X,lncRNA
ENSG00000204025,TRPC5OS,111876051,111903990,X,protein_coding
ENSG00000271421,,111930735,111931092,X,processed_pseudogene
ENSG00000221494,MIR548I4,84225752,84225828,X,miRNA
ENSG00000233484,,84403898,84404024,X,transcribed_processed_pseudogene
ENSG00000101977,MCF2,139581770,139708216,X,protein_coding
ENSG00000189326,SPANXN4,143025928,143034702,X,protein_coding
ENSG00000189023,MAGEB16,35798342,35803772,X,protein_coding
ENSG00000269433,OPN1MW3,154257582,154271090,X,protein_coding
ENSG00000229674,H2AL3,37994272,37994904,X,protein_coding
ENSG00000232030,MAGEB6B,26160601,26162410,X,protein_coding
ENSG00000198021,SPANXA1,141583674,141584738,X,protein_coding
ENSG00000269437,NXF2B,102360395,102440008,X,protein_coding
ENSG00000278057,TEX28,154271265,154295853,X,protein_coding
ENSG00000268988,SPANXN2,143711955,143720752,X,protein_coding
ENSG00000287585,,149414877,149415506,X,protein_coding
ENSG00000169297,NR0B1,30304206,30309390,X,protein_coding
ENSG00000238709,RNU7-56P,16767844,16767905,X,snRNA
ENSG00000230180,RPL12P49,16803233,16803353,X,processed_pseudogene
ENSG00000222736,RNU4-6P,16875146,16875267,X,snRNA
ENSG00000223498,SLC35C2P1,16897651,16898521,X,processed_pseudogene
ENSG00000199410,Y_RNA,16912215,16912317,X,misc_RNA
ENSG00000201467,,17044380,17044511,X,snoRNA
ENSG00000214322,CBX1P2,17099782,17100239,X,processed_pseudogene
ENSG00000289472,,24168659,24169609,X,lncRNA
ENSG00000207081,RNU6-616P,134918310,134918416,X,snRNA
ENSG00000231929,HMGB3P31,134961711,134962305,X,processed_pseudogene
ENSG00000184785,SMIM10,134990991,134992473,X,protein_coding
ENSG00000224692,,103258572,103259581,X,processed_pseudogene
ENSG00000261030,,13093660,13094573,X,lncRNA
ENSG00000287700,,33718958,33726957,X,lncRNA
ENSG00000252050,,38308112,38308241,X,snoRNA
ENSG00000156313,RPGR,38269163,38327544,X,protein_coding
ENSG00000126970,ZC4H2,64915802,65034713,X,protein_coding
ENSG00000289215,,32353833,32356406,X,lncRNA
ENSG00000198947,DMD,31097677,33339609,X,protein_coding
ENSG00000290184,,49258343,49270477,X,protein_coding
ENSG00000282933,RHOXF1P3,119942834,119992838,X,protein_coding
ENSG00000203989,RHOXF2B,120072264,120077690,X,protein_coding
ENSG00000131721,RHOXF2,120158613,120165630,X,protein_coding
ENSG00000227541,SFR1P1,120202061,120202748,X,processed_pseudogene
ENSG00000232042,,120273127,120273526,X,processed_pseudogene
ENSG00000201392,RNU6-1078P,71965972,71966074,X,snRNA
ENSG00000196933,RPS26P11,72044545,72044892,X,processed_pseudogene
ENSG00000225471,TPT1P15,72159845,72160346,X,transcribed_processed_pseudogene
ENSG00000239577,RN7SL388P,72198712,72199050,X,misc_RNA
ENSG00000186871,ERCC6L,72204657,72239027,X,protein_coding
ENSG00000238926,Y_RNA,72284945,72285045,X,misc_RNA
ENSG00000222796,RNU6-383P,150955494,150955587,X,snRNA
ENSG00000230508,RPL19P21,150993501,150994091,X,processed_pseudogene
ENSG00000169164,,55654709,55657014,X,transcribed_unprocessed_pseudogene
ENSG00000187893,CXXC1P1,47722331,47725932,X,transcribed_unprocessed_pseudogene
ENSG00000230578,TMLHEP1,155348752,155349713,X,transcribed_unprocessed_pseudogene
ENSG00000157965,SSX8P,52624998,52632891,X,transcribed_unprocessed_pseudogene
ENSG00000204648,SSX9P,48296816,48304867,X,transcribed_unprocessed_pseudogene
ENSG00000226870,,71719142,71721278,X,transcribed_unprocessed_pseudogene
ENSG00000234442,,71761561,71762433,X,transcribed_unprocessed_pseudogene
ENSG00000171483,SSX6P,48109981,48119630,X,transcribed_unprocessed_pseudogene
ENSG00000274775,FSIP2LP,130445085,130523536,X,transcribed_unprocessed_pseudogene
ENSG00000251525,TCP11X3P,102173100,102185021,X,transcribed_unprocessed_pseudogene
ENSG00000186312,CA5BP1,15681053,15703192,X,transcribed_unprocessed_pseudogene
ENSG00000232765,,55279839,55288685,X,transcribed_unprocessed_pseudogene
ENSG00000126952,NXF5,101832537,101843278,X,transcribed_unprocessed_pseudogene
ENSG00000290798,NXF5,101832112,101857577,X,lncRNA
ENSG00000229015,,135397442,135397621,X,transcribed_unprocessed_pseudogene
ENSG00000196970,NXF4,102561935,102571465,X,transcribed_unprocessed_pseudogene
ENSG00000242599,CSAG4,152739864,152740681,X,transcribed_unprocessed_pseudogene
ENSG00000242520,MAGEA5P,152114599,152115540,X,transcribed_unprocessed_pseudogene
ENSG00000204072,ARMCX7P,101597510,101598071,X,transcribed_unprocessed_pseudogene
ENSG00000290908,,101598017,101598671,X,lncRNA
ENSG00000231069,,36985523,36986093,X,transcribed_unprocessed_pseudogene
ENSG00000237265,,71663276,71666767,X,transcribed_unprocessed_pseudogene
ENSG00000223773,CD99P1,2609415,2623453,X,transcribed_unprocessed_pseudogene
ENSG00000234493,RHOXF1P1,120014802,120015407,X,transcribed_unprocessed_pseudogene
ENSG00000214897,PNMA6E,153395639,153401392,X,protein_coding
ENSG00000290743,,102182315,102184899,X,lncRNA
ENSG00000230187,,70672895,70673515,X,processed_pseudogene
ENSG00000277492,,70846079,70846295,X,snoRNA
ENSG00000280704,SNORD3E,70846080,70846295,X,snoRNA
ENSG00000213747,WASHC3P1,70857163,70857502,X,processed_pseudogene
ENSG00000291285,,48107992,48114311,X,lncRNA
ENSG00000290708,SSX9P,48301550,48306179,X,lncRNA
ENSG00000239345,HNRNPA1P26,100855288,100856379,X,processed_pseudogene
ENSG00000233680,HNRNPA1P27,100887636,100888590,X,processed_pseudogene
ENSG00000179031,NSA2P3,100910712,100911489,X,processed_pseudogene
ENSG00000182489,XKRX,100913445,100929433,X,protein_coding
ENSG00000183981,MAGEA13P,138482745,138483695,X,processed_pseudogene
ENSG00000214930,KRT8P6,138487665,138488871,X,processed_pseudogene
ENSG00000285989,H2AQ1P,138558996,138559298,X,unitary_pseudogene
ENSG00000232183,,138627077,138627343,X,lncRNA
ENSG00000207800,MIR504,138667711,138667793,X,miRNA
ENSG00000235975,TPM2P1,138806374,138807091,X,processed_pseudogene
ENSG00000101958,GLRA2,14529298,14731812,X,protein_coding
ENSG00000242732,RTL5,72127110,72131915,X,protein_coding
ENSG00000046653,GPM6B,13770939,13938638,X,protein_coding
ENSG00000207486,RNU6-1044P,73397531,73397637,X,snRNA
ENSG00000233162,MORF4L1P6,73474563,73474830,X,processed_pseudogene
ENSG00000237475,RPL7P53,73535503,73536241,X,processed_pseudogene
ENSG00000230590,FTX,73940435,74293574,X,lncRNA
ENSG00000231549,ATP5MKP1,74173890,74174066,X,processed_pseudogene
ENSG00000204113,BMP2KL,74185929,74187153,X,processed_pseudogene
ENSG00000228492,RAB11FIP1P1,74202834,74204595,X,processed_pseudogene
ENSG00000271533,,74209976,74213660,X,lncRNA
ENSG00000202566,MIR421,74218377,74218461,X,miRNA
ENSG00000212027,MIR374B,74218547,74218618,X,miRNA
ENSG00000283534,MIR374C,74218549,74218618,X,miRNA
ENSG00000265727,RN7SL648P,74242608,74242908,X,misc_RNA
ENSG00000278421,,74274341,74274411,X,misc_RNA
ENSG00000273974,,74280402,74280495,X,misc_RNA
ENSG00000275254,,74280936,74281082,X,misc_RNA
ENSG00000275625,,74281703,74281849,X,misc_RNA
ENSG00000207820,MIR545,74287104,74287209,X,miRNA
ENSG00000199168,MIR374A,74287286,74287357,X,miRNA
ENSG00000277922,,74293357,74293574,X,misc_RNA
ENSG00000187969,ZCCHC13,74304180,74305034,X,protein_coding
ENSG00000226515,,74342713,74342860,X,processed_pseudogene
ENSG00000213269,RPS6P26,74376125,74376885,X,processed_pseudogene
ENSG00000270641,TSIX,73792205,73829231,X,lncRNA
ENSG00000291306,LNX2BP,73829068,73831274,X,transcribed_unitary_pseudogene
ENSG00000291310,,103975874,103976761,X,unprocessed_pseudogene
ENSG00000101812,H2BW2,104039956,104042454,X,protein_coding
ENSG00000239182,,118738055,118738182,X,snoRNA
ENSG00000250995,TMEM30BP1,118769796,118770857,X,processed_pseudogene
ENSG00000101974,ATP11C,139726346,139945276,X,protein_coding
ENSG00000291314,,10566888,10576955,X,protein_coding
ENSG00000124313,IQSEC2,53225828,53321350,X,protein_coding
ENSG00000290641,CXXC1P1,47707191,47753456,X,lncRNA
ENSG00000101871,MID1,10445310,10833654,X,protein_coding
ENSG00000007350,TKTL1,154295795,154330350,X,protein_coding
ENSG00000204131,NHSL2,71910845,72161750,X,protein_coding
ENSG00000277569,MIR6134,28495555,28495663,X,miRNA
ENSG00000223742,,28571532,28586395,X,lncRNA
ENSG00000169306,IL1RAPL1,28587446,29956718,X,protein_coding
ENSG00000226436,H3P43,28659065,28659469,X,processed_pseudogene
ENSG00000201666,,28924069,28924138,X,snoRNA
ENSG00000237994,,28942050,28942568,X,lncRNA
ENSG00000201356,RNA5SP500,28982852,28982970,X,rRNA_pseudogene
ENSG00000227393,,29369001,29369845,X,processed_pseudogene
ENSG00000264090,MIR4666B,29574278,29574358,X,miRNA
ENSG00000227592,PIGFP3,30017160,30017881,X,processed_pseudogene
ENSG00000147206,NXF3,103075810,103093143,X,protein_coding
ENSG00000226241,,103087198,103089277,X,processed_pseudogene
ENSG00000189108,IL1RAPL2,104566199,105767829,X,protein_coding
ENSG00000232665,PHB1P10,104647216,104647999,X,processed_pseudogene
ENSG00000223733,RPL18AP14,104803915,104804440,X,processed_pseudogene
ENSG00000268629,TEX13A,105218929,105220694,X,protein_coding
ENSG00000181819,KCTD9P2,105405647,105407039,X,processed_pseudogene
ENSG00000206864,RNU6-207P,105676071,105676177,X,snRNA
ENSG00000276380,UBE2NL,143884071,143885255,X,protein_coding
ENSG00000102096,PIM2,48913182,48919024,X,protein_coding
ENSG00000270813,NANOGNBP3,101337725,101338289,X,processed_pseudogene
ENSG00000183911,RPL21P132,101339917,101340934,X,processed_pseudogene
ENSG00000234557,PPIAP90,101443707,101444103,X,processed_pseudogene
ENSG00000102393,GLA,101393273,101408012,X,protein_coding
ENSG00000204071,TCEAL6,102140476,102142970,X,protein_coding
ENSG00000279245,FAM223A,154571248,154571960,X,lncRNA
ENSG00000272681,FAM223B,154632470,154633182,X,lncRNA
ENSG00000147144,CCDC120,49053572,49069857,X,protein_coding
ENSG00000200572,Y_RNA,134142228,134142340,X,misc_RNA
ENSG00000284499,MIR363,134169378,134169452,X,miRNA
ENSG00000284538,MIR92A2,134169538,134169612,X,miRNA
ENSG00000284107,MIR19B2,134169671,134169766,X,miRNA
ENSG00000284043,MIR20B,134169809,134169877,X,miRNA
ENSG00000283931,MIR18B,134170041,134170111,X,miRNA
ENSG00000284157,MIR106A,134170198,134170278,X,miRNA
ENSG00000205755,CRLF2,1190490,1212723,X,protein_coding
ENSG00000171405,XAGE5,52811287,52818301,X,protein_coding
ENSG00000181433,SAGE1,135890182,135913062,X,protein_coding
ENSG00000270916,RPL12P50,151023607,151023722,X,processed_pseudogene
ENSG00000212595,RNA5SP525,151026295,151026406,X,rRNA
ENSG00000290892,,152114994,152117939,X,lncRNA
ENSG00000252205,RNU6-764P,152250572,152250676,X,snRNA
ENSG00000207957,MIR105-1,152392219,152392299,X,miRNA
ENSG00000211583,MIR767,152393421,152393529,X,miRNA
ENSG00000207818,MIR105-2,152394412,152394492,X,miRNA
ENSG00000223940,KRT8P8,152479577,152481024,X,processed_pseudogene
ENSG00000290868,CSAG4,152733827,152740985,X,lncRNA
ENSG00000204118,NAP1L6P,73126514,73127735,X,transcribed_processed_pseudogene
ENSG00000293034,NAP1L6P,73126037,73128080,X,lncRNA
ENSG00000243468,INGX,71492083,71492928,X,transcribed_processed_pseudogene
ENSG00000260081,MRFAP1P1,153606517,153607101,X,transcribed_processed_pseudogene
ENSG00000221930,DENND10P1,130495159,130496232,X,transcribed_processed_pseudogene
ENSG00000293183,,130494965,130496588,X,lncRNA
ENSG00000259849,VENTXP1,26557675,26558330,X,transcribed_processed_pseudogene
ENSG00000293226,VENTXP1,26558247,26881029,X,lncRNA
ENSG00000248503,C4orf46P2,77962553,77962889,X,transcribed_processed_pseudogene
ENSG00000293258,,77910682,77966295,X,lncRNA
ENSG00000233585,ACAA2P1,48775993,48776970,X,transcribed_processed_pseudogene
ENSG00000233382,NKAPP1,120238193,120245099,X,transcribed_processed_pseudogene
ENSG00000269904,MAP2K4P1,73524961,73526155,X,transcribed_processed_pseudogene
ENSG00000283349,PFN5P,64405642,64406103,X,transcribed_unitary_pseudogene
ENSG00000293387,,64405473,64406136,X,lncRNA
ENSG00000224963,ECMXP,153479266,153486810,X,transcribed_unitary_pseudogene
ENSG00000188828,GLRA4,103707224,103728203,X,transcribed_unitary_pseudogene
ENSG00000278530,CHMP1B2P,80272065,80335227,X,transcribed_unitary_pseudogene
ENSG00000207104,RNU6-434P,54343546,54343652,X,snRNA
ENSG00000293133,INGX,71491682,71492449,X,lncRNA
ENSG00000283599,,71667542,71671527,X,protein_coding
ENSG00000009694,TENM1,124375903,125204312,X,protein_coding
ENSG00000288661,,63754485,63754664,X,protein_coding
ENSG00000227988,CRIPTOP1,38395369,38395895,X,processed_pseudogene
ENSG00000232370,BAG1P1,38479215,38479913,X,processed_pseudogene
ENSG00000229735,FTLP16,38484752,38485264,X,processed_pseudogene
ENSG00000233007,UBTFL11,38531923,38534174,X,processed_pseudogene
ENSG00000238606,RNU7-7P,38608215,38608276,X,snRNA
ENSG00000169057,MECP2,154021573,154137103,X,protein_coding
ENSG00000288706,,23783278,23783367,X,protein_coding
ENSG00000273820,USP27X,49879484,49882558,X,protein_coding
ENSG00000220132,CPSF1P2,49911620,49912362,X,processed_pseudogene
ENSG00000201341,RNU6-421P,49945336,49945442,X,snRNA
ENSG00000233887,,97841749,97849381,X,lncRNA
ENSG00000237752,NCKAP1P1,97906644,97908090,X,processed_pseudogene
ENSG00000234889,KPNB1P1,97975878,97978641,X,processed_pseudogene
ENSG00000172186,HMGN1P35,69174124,69174717,X,processed_pseudogene
ENSG00000233033,CASK-AS1,41520036,41522336,X,lncRNA
ENSG00000287394,MAGEA3-DT,152574677,152698700,X,lncRNA
ENSG00000268902,CSAG2,152708261,152721661,X,protein_coding
ENSG00000231447,,152746817,152747762,X,lncRNA
ENSG00000214282,KRT8P14,45632292,45633733,X,processed_pseudogene
ENSG00000224701,MED28P4,45951762,45952333,X,processed_pseudogene
ENSG00000213100,KRT18P68,45983365,45984364,X,processed_pseudogene
ENSG00000184735,DDX53,22999960,23003589,X,protein_coding
ENSG00000228610,PDCL2P1,23198339,23198690,X,processed_pseudogene
ENSG00000293395,,149056712,149057469,X,lncRNA
ENSG00000222810,RNU2-68P,72376979,72377169,X,snRNA
ENSG00000228372,SMIM10L2B-AS1,135059685,135123952,X,protein_coding
ENSG00000293663,,135391849,135392207,X,protein_coding
ENSG00000237833,ETS2P1,135583651,135585160,X,processed_pseudogene
ENSG00000233807,AMZ2P3,27218131,27218678,X,processed_pseudogene
ENSG00000252486,Y_RNA,27252119,27252235,X,misc_RNA
ENSG00000235642,PTP4A1P5,27427777,27428231,X,processed_pseudogene
ENSG00000224960,PPP4R3C,27460207,27463341,X,protein_coding
ENSG00000223391,RDXP2,27517771,27517881,X,processed_pseudogene
ENSG00000238247,RDXP3,27517884,27519759,X,processed_pseudogene
ENSG00000226881,H3P44,50905438,50905866,X,processed_pseudogene
ENSG00000130385,BMP15,50910735,50916641,X,protein_coding
ENSG00000227493,,51030422,51031357,X,unprocessed_pseudogene
ENSG00000230926,,51082818,51091228,X,unprocessed_pseudogene
ENSG00000237926,,51162864,51163677,X,unprocessed_pseudogene
ENSG00000224799,,56973510,56974796,X,lncRNA
ENSG00000204271,SPIN3,56818298,56995827,X,protein_coding
ENSG00000196433,ASMT,1615059,1643081,X,protein_coding
ENSG00000234622,,1767347,1768776,X,lncRNA
ENSG00000221463,MIR1277,118386394,118386471,X,miRNA
ENSG00000206862,Y_RNA,118569405,118569515,X,misc_RNA
ENSG00000230399,RBBP8P1,118632375,118634616,X,protein_coding
ENSG00000267064,UXT-AS1,47658833,47692326,X,lncRNA
ENSG00000175809,CBLL2,22272913,22274461,X,protein_coding
ENSG00000232332,ARL5AP5,76029895,76030330,X,processed_pseudogene
ENSG00000237252,MMADHCP1,76222637,76223097,X,processed_pseudogene
ENSG00000201826,RNU6-867P,76244968,76245074,X,snRNA
ENSG00000274398,,76250183,76251796,X,processed_pseudogene
ENSG00000293700,,964424,965367,X,lncRNA
ENSG00000293816,,47321276,47322775,X,lncRNA
ENSG00000293858,,120642321,120752910,X,lncRNA
ENSG00000293881,,120668579,120753815,X,lncRNA
ENSG00000293893,,7238340,7252415,X,lncRNA
ENSG00000294004,,70153632,70252557,X,lncRNA
ENSG00000294011,,148371504,148417896,X,lncRNA
ENSG00000294026,,70088276,70090818,X,lncRNA
ENSG00000294030,,30594445,30613842,X,lncRNA
ENSG00000294050,,30612543,30613310,X,lncRNA
ENSG00000294091,,48472835,48476097,X,lncRNA
ENSG00000294104,,5446865,5480947,X,lncRNA
ENSG00000294283,,99372398,99450583,X,lncRNA
ENSG00000231110,,140216026,140216851,X,lncRNA
ENSG00000229012,,8863857,8867662,X,lncRNA
ENSG00000294366,,70436366,70444247,X,lncRNA
ENSG00000289923,,107642924,107677060,X,lncRNA
ENSG00000294370,,3548950,3549825,X,lncRNA
ENSG00000294392,,107627798,107628489,X,lncRNA
ENSG00000294407,,42098961,42197859,X,lncRNA
ENSG00000294438,,107717167,107717444,X,lncRNA
ENSG00000294448,,133434687,133453435,X,lncRNA
ENSG00000294454,,79367122,79395540,X,lncRNA
ENSG00000294456,,25144399,25654002,X,lncRNA
ENSG00000294484,,25495674,25527648,X,lncRNA
ENSG00000294603,,48490825,48502605,X,lncRNA
ENSG00000294613,,30447200,30454502,X,lncRNA
ENSG00000235189,,129868743,129959868,X,lncRNA
ENSG00000294726,,92636890,92702940,X,lncRNA
ENSG00000294791,,13387549,13430269,X,lncRNA
ENSG00000226985,LINC01203,13333952,13403035,X,lncRNA
ENSG00000294863,,42696090,42696672,X,lncRNA
ENSG00000294999,,129718026,129734390,X,lncRNA
ENSG00000231830,,154333948,154342182,X,lncRNA
ENSG00000295010,,31014709,31070685,X,lncRNA
ENSG00000295156,,71494772,71502117,X,lncRNA
ENSG00000289038,,68498095,68498989,X,lncRNA
ENSG00000295165,,107710832,107711144,X,lncRNA
ENSG00000197180,ATP6AP1-DT,154424377,154428549,X,lncRNA
ENSG00000290740,,130477069,130524284,X,lncRNA
ENSG00000295269,,15136998,15149076,X,lncRNA
ENSG00000295275,,64580253,64586507,X,lncRNA
ENSG00000295325,,4360791,4391589,X,lncRNA
ENSG00000295333,,50979146,50992948,X,lncRNA
ENSG00000295336,,80449930,80513825,X,lncRNA
ENSG00000295343,,119749423,119750255,X,lncRNA
ENSG00000295365,,96394404,96465859,X,lncRNA
ENSG00000295389,,56618125,56729515,X,lncRNA
ENSG00000225970,,143757693,143863176,X,lncRNA
ENSG00000230105,,56618309,56624458,X,lncRNA
ENSG00000295508,,41432754,41445931,X,lncRNA
ENSG00000295510,,126198216,126460437,X,lncRNA
ENSG00000295515,,24444823,24465875,X,lncRNA
ENSG00000295525,,87681989,87687610,X,lncRNA
ENSG00000295652,,49233783,49235711,X,lncRNA
ENSG00000286724,,18984291,19060329,X,lncRNA
ENSG00000285018,,154373643,154377886,X,lncRNA
ENSG00000295984,,77427817,77461384,X,lncRNA
ENSG00000293351,MAP2K4P1,73524275,73563346,X,lncRNA
ENSG00000296021,,12949588,12950211,X,lncRNA
ENSG00000296047,,143579666,143580930,X,lncRNA
ENSG00000283692,,137573752,137982043,X,lncRNA
