Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
153781001	153785768	X	SRPK3
72578814	72714327	X	PHKA1
74582976	74614627	X	RLIM
154506159	154516882	X	FAM3A
136496932	136513181	X	HTATSF1
41333348	41364472	X	DDX3X
55484616	55489874	X	USP51
55717743	55758774	X	RRAGB
71254270	71301522	X	NONO
37349309	37492702	X	PRRG1
134887613	134915470	X	MOSPD1
56232356	56291531	X	KLF8
153902531	153907166	X	AVPR2
49235444	49250526	X	CCDC22
153946434	153972427	X	HCFC1
49174802	49186528	X	PRICKLE3
1462572	1537187	X	P2RY8
101622797	101627843	X	ARMCX3
103576231	103590165	X	TCEAL4
47974851	48004375	X	ZNF182
54440402	54448032	X	TSR2
103330178	103332326	X	TCEAL7
155488606	155719107	X	TMLHE
116436606	116461458	X	SLC6A14
49113396	49123746	X	GPKOW
13653078	13681964	X	TCEANC
74421383	74533918	X	SLC16A2
118974614	119022925	X	LONRF3
108155607	108439497	X	COL4A6
103215068	103217246	X	BEX4
111293779	111412429	X	DCX
52368577	52375680	X	XAGE2
38006515	38128819	X	SYTL5
44146255	44343850	X	EFHC2
43766400	43882559	X	MAOB
12791355	12824223	X	PRPS2
7147237	7804358	X	STS
6667865	7148165	X	PUDP
120625674	120630054	X	C1GALT1C1
81202005	81298547	X	SH3BGRL
103822327	103835153	X	RAB9B
52061827	52069272	X	MAGED4B
154436600	154443467	X	GDI1
15790106	15830694	X	ZRSR2
101550411	101554704	X	ARMCX1
1335025	1382689	X	IL3RA
103628701	103630958	X	TCEAL1
106168304	106208963	X	PWWP3B
154348524	154374638	X	FLNA
15281697	15315640	X	ASB11
143622790	143636101	X	SLITRK4
135973841	136047269	X	SLC9A6
118727133	118794535	X	IL13RA1
154409456	154421726	X	TAFAZZIN
13998099	14029928	X	GEMIN8
154401236	154412114	X	DNASE1L1
107052095	107118823	X	RBM41
48508574	48520814	X	PORCN
48890197	48903640	X	PQBP1
100627108	100639991	X	TSPAN6
101882288	101932090	X	ZMAT1
106813871	107000254	X	MORC4
81112915	81202016	X	HMGN5
47836471	48002561	X	ZNF81
118495814	118686974	X	DOCK11
129803288	129844215	X	ZDHHC9
145817819	145829856	X	SLITRK2
131273506	131578899	X	IGSF1
149536605	149550510	X	EOLA1
53082326	53088541	X	TSPYL2
119920672	119943751	X	NKAP
303346	318846	X	GTPBP6
75156388	75304885	X	UPRT
1386133	1392929	X	SLC25A6
47144284	47186814	X	RBM10
44873130	45112779	X	KDM6A
1403138	1453786	X	ASMTL
49793653	49834264	X	PAGE4
43654907	43746821	X	MAOA
27590281	27749942	X	DCAF8L2
70281118	70290596	X	PDZD11
13734675	13777955	X	OFD1
48831088	48835632	X	PCSK1N
150361422	150514178	X	MAMLD1
16839283	16870372	X	RBBP7
154541179	154565047	X	IKBKG
154517825	154547584	X	G6PD
37780018	37816994	X	CYBB
75368427	75523502	X	ZDHHC15
47444693	47483247	X	ZNF41
49187807	49200218	X	SYP
80014753	80031908	X	TBX22
153698006	153725957	X	BCAP31
66021738	66040125	X	VSIG4
16719545	16765340	X	SYAP1
2934045	2968475	X	ARSL
153907367	153934999	X	ARHGAP4
153724495	153744755	X	ABCD1
54920462	54931436	X	TRO
48521089	48528716	X	EBP
1268779	1325373	X	CSF2RA
23833353	23908070	X	APOO
153793516	153798505	X	SSR4
152830967	152869729	X	NSDHL
47631621	47650604	X	ELK1
38149336	38220941	X	SRPX
115560928	115650861	X	PLS3
134460155	134520513	X	HPRT1
20006713	20117065	X	MAP7D2
47232866	47248328	X	USP11
9463258	9741037	X	TBL1X
107206611	107244247	X	DNAAF6
71301747	71305371	X	ITGB1BP2
19533977	19887650	X	SH3KBP1
123184023	123490915	X	GRIA3
130171950	130184874	X	RAB33A
103675360	103688158	X	MORF4L2
47217860	47230000	X	CDK16
116170744	116174974	X	AGTR2
101655157	101659924	X	ARMCX2
18989307	19122956	X	ADGRG2
155197007	155239841	X	VBP1
1591604	1602532	X	AKAP17A
40626921	40647569	X	CXorf38
153488654	153510299	X	BGN
41085431	41236579	X	USP9X
24054911	24078810	X	EIF2S3
78129748	78139688	X	TAF9B
65438549	65534818	X	LAS1L
23983716	24027186	X	KLHL15
24693864	24996986	X	POLA1
85243839	85273422	X	ZNF711
57286632	57490641	X	FAAH2
40579372	40606848	X	ATP6AP2
